code	dataripresa	valore	id	cod_passaggio
A6KW1	20030317	0.0	147422715	5
A6KW1	20030410	-8.33	147480235	5
A6KW1	20030504	-9.18	147537755	5
A6KW1	20030528	3.3	147595275	5
A6KW1	20030621	8.92	147652795	5
A6KW1	20030715	14.85	147710315	5
A6KW1	20030808	18.14	147767835	5
A6KW1	20030901	16.24	147825355	5
A6KW1	20030918	0.0	94835613	1
A6KW1	20030925	17.15	147882875	5
A6KW1	20031012	0.12	94981147	1
A6KW1	20031019	19.94	147940395	5
A6KW1	20031105	-8.35	95126681	1
A6KW1	20031112	-6.01	147997915	5
A6KW1	20031129	-7.8	95272215	1
A6KW1	20031206	15.37	148055435	5
A6KW1	20031223	-8.58	95417749	1
A6KW1	20031230	18.38	148112955	5
A6KW1	20040116	-9.55	95563283	1
A6KW1	20040123	11.57	148170475	5
A6KW1	20040209	-13.8	95708817	1
A6KW1	20040216	15.04	148227995	5
A6KW1	20040404	22.04	148285515	5
A6KW1	20040421	-9.39	95854351	1
A6KW1	20040702	-12.45	95999885	1
A6KW1	20040709	9.92	148343035	5
A6KW1	20040726	-6.39	96145419	1
A6KW1	20040802	12.93	148400555	5
A6KW1	20040819	-10.67	96290953	1
A6KW1	20040826	12.14	148458075	5
A6KW1	20040912	-11.98	96436487	1
A6KW1	20040919	13.2	148515595	5
A6KW1	20041006	-12.48	96582021	1
A6KW1	20041013	8.25	148573115	5
A6KW1	20041030	-15.48	96727555	1
A6KW1	20041106	12.3	148630635	5
A6KW1	20041130	10.64	148688155	5
A6KW1	20041217	-9.67	96873089	1
A6KW1	20041224	11.48	148745675	5
A6KW1	20050110	-6.54	97018623	1
A6KW1	20050117	11.85	148803195	5
A6KW1	20050203	-11.61	97164157	1
A6KW1	20050227	-13.66	97309691	1
A6KW1	20050323	-15.9	97455225	1
A6KW1	20050330	5.84	148860715	5
A6KW1	20050416	-17.46	97600759	1
A6KW1	20050423	11.14	148918235	5
A6KW1	20050510	-18.92	97746293	1
A6KW1	20050517	8.98	148975755	5
A6KW1	20050603	-9.72	97891827	1
A6KW1	20050610	10.48	149033275	5
A6KW1	20050627	-8.12	98037361	1
A6KW1	20050704	7.59	149090795	5
A6KW1	20050721	-4.24	98182895	1
A6KW1	20050728	7.2	149148315	5
A6KW1	20050814	-9.01	98328429	1
A6KW1	20050821	12.15	149205835	5
A6KW1	20050907	-11.85	98473963	1
A6KW1	20050914	4.17	149263355	5
A6KW1	20051001	-6.68	98619497	1
A6KW1	20051008	5.43	149320875	5
A6KW1	20051025	-13.63	98765031	1
A6KW1	20051101	3.65	149378395	5
A6KW1	20051118	1.43	98910565	1
A6KW1	20051125	9.25	149435915	5
A6KW1	20051212	-7.31	99056099	1
A6KW1	20051219	10.89	149493435	5
A6KW1	20060105	-9.84	99201633	1
A6KW1	20060129	-11.46	99347167	1
A6KW1	20060205	10.46	149550955	5
A6KW1	20060222	-8.88	99492701	1
A6KW1	20060301	7.29	149608475	5
A6KW1	20060318	-1.72	99638235	1
A6KW1	20060325	8.02	149665995	5
A6KW1	20060411	-15.85	99783769	1
A6KW1	20060418	4.4	149723515	5
A6KW1	20060505	-7.06	99929303	1
A6KW1	20060512	5.28	149781035	5
A6KW1	20060529	-9.74	100074837	1
A6KW1	20060605	5.33	149838555	5
A6KW1	20060622	-6.98	100220371	1
A6KW1	20060629	6.53	149896075	5
A6KW1	20060723	14.73	149953595	5
A6KW1	20060909	6.51	150011115	5
A6KW1	20060926	-14.48	100365905	1
A6KW1	20061003	4.53	150068635	5
A6KW1	20061020	-16.44	100511439	1
A6KW1	20061027	6.56	150126155	5
A6KW1	20061113	-3.62	100656973	1
A6KW1	20061120	4.68	150183675	5
A6KW1	20061207	-15.53	100802507	1
A6KW1	20061214	4.2	150241195	5
A6KW1	20061231	-0.51	100948041	1
A6KW1	20070107	7.65	150298715	5
A6KW1	20070124	-4.85	101093575	1
A6KW1	20070131	6.2	150356235	5
A6KW1	20070217	-11.95	101239109	1
A6KW1	20070224	9.66	150413755	5
A6KW1	20070313	-8.54	101384643	1
A6KW1	20070320	5.33	150471275	5
A6KW1	20070406	-12.6	101530177	1
A6KW1	20070413	9.68	150528795	5
A6KW1	20070430	-7.26	101675711	1
A6KW1	20070507	8.87	150586315	5
A6KW1	20070524	-5.92	101821245	1
A6KW1	20070531	7.34	150643835	5
A6KW1	20070904	6.87	150701355	5
A6KW1	20070921	-5.69	101966779	1
A6KW1	20070928	5.68	150758875	5
A6KW1	20071015	-4.77	102112313	1
A6KW1	20071022	7.41	150816395	5
A6KW1	20071108	-5.43	102257847	1
A6KW1	20071202	-7.22	102403381	1
A6KW1	20071209	9.06	150873915	5
A6KW1	20071226	-10.81	102548915	1
A6KW1	20080102	8.33	150931435	5
A6KW1	20080119	-11.0	102694449	1
A6KW1	20080126	6.88	150988955	5
A6KW1	20080307	4.16	102839983	1
A6KW1	20080314	7.13	151046475	5
A6KW1	20080407	6.59	151103995	5
A6KW1	20080424	-9.54	102985517	1
A6KW1	20080501	7.74	151161515	5
A6KW1	20080518	-7.97	103131051	1
A6KW1	20080525	8.54	151219035	5
A6KW1	20080611	-16.64	103276585	1
A6KW1	20080618	11.53	151276555	5
A6KW1	20080705	-7.04	103422119	1
A6KW1	20080712	18.3	151334075	5
A6KW1	20080729	-7.75	103567653	1
A6KW1	20080822	-9.46	103713187	1
A6KW1	20080915	-10.23	103858721	1
A6KW1	20080922	8.33	151391595	5
A6KW1	20081009	-4.2	104004255	1
A6KW1	20081016	6.35	151449115	5
A6KW1	20081102	3.3	104149789	1
A6KW1	20081109	5.81	151506635	5
A6KW1	20081126	-9.3	104295323	1
A6KW1	20081203	5.92	151564155	5
A6KW1	20081220	-5.64	104440857	1
A6KW1	20081227	23.85	151621675	5
A6KW1	20090113	-7.04	104586391	1
A6KW1	20090120	14.7	151679195	5
A6KW1	20090206	-9.34	104731925	1
A6KW1	20090213	4.89	151736715	5
A6KW1	20090302	-8.07	104877459	1
A6KW1	20090309	8.71	151794235	5
A6KW1	20090326	-8.87	105022993	1
A6KW1	20090402	6.92	151851755	5
A6KW1	20090419	-10.47	105168527	1
A6KW1	20090426	9.57	151909275	5
A6KW1	20090707	14.95	151966795	5
A6KW1	20090724	1.32	105314061	1
A6KW1	20090731	14.61	152024315	5
A6KW1	20090817	-11.84	105459595	1
A6KW1	20090824	12.98	152081835	5
A6KW1	20090910	-7.36	105605129	1
A6KW1	20090917	15.16	152139355	5
A6KW1	20091004	-5.31	105750663	1
A6KW1	20091011	12.13	152196875	5
A6KW1	20091104	11.84	152254395	5
A6KW1	20091121	0.23	105896197	1
A6KW1	20091128	11.43	152311915	5
A6KW1	20091215	-1.68	106041731	1
A6KWZ	20030317	0.0	152397496	6
A6KWZ	20030410	10.24	152445182	6
A6KWZ	20030504	2.43	152492868	6
A6KWZ	20030528	1.03	152540554	6
A6KWZ	20030621	6.29	152588240	6
A6KWZ	20030715	2.55	152635926	6
A6KWZ	20030808	-0.05	152683612	6
A6KWZ	20030901	17.15	152731298	6
A6KWZ	20030918	0.0	94835641	1
A6KWZ	20030918	0.0	160635531	8
A6KWZ	20030925	3.0	152778984	6
A6KWZ	20031012	-6.24	160830857	8
A6KWZ	20031012	4.09	94981175	1
A6KWZ	20031019	4.77	152826670	6
A6KWZ	20031105	-11.66	161026183	8
A6KWZ	20031105	14.25	95126709	1
A6KWZ	20031112	1.53	152874356	6
A6KWZ	20031129	0.46	161221509	8
A6KWZ	20031129	1.71	95272243	1
A6KWZ	20031206	-5.11	152922042	6
A6KWZ	20031223	4.07	161416835	8
A6KWZ	20031223	1.66	95417777	1
A6KWZ	20031230	-6.75	152969728	6
A6KWZ	20040116	1.13	161612161	8
A6KWZ	20040116	7.31	95563311	1
A6KWZ	20040123	2.4	153017414	6
A6KWZ	20040209	3.49	95708845	1
A6KWZ	20040209	0.49	161807487	8
A6KWZ	20040216	2.86	153065100	6
A6KWZ	20040404	3.97	153112786	6
A6KWZ	20040421	-7.48	162002813	8
A6KWZ	20040421	-4.64	95854379	1
A6KWZ	20040702	-4.4	162198139	8
A6KWZ	20040702	-5.78	95999913	1
A6KWZ	20040709	5.68	153160472	6
A6KWZ	20040726	-6.4	96145447	1
A6KWZ	20040726	-4.67	162393465	8
A6KWZ	20040802	1.48	153208158	6
A6KWZ	20040819	-7.41	96290981	1
A6KWZ	20040819	-4.74	162588791	8
A6KWZ	20040826	2.16	153255844	6
A6KWZ	20040912	-4.61	162784117	8
A6KWZ	20040912	-5.27	96436515	1
A6KWZ	20040919	3.23	153303530	6
A6KWZ	20041006	-7.15	96582049	1
A6KWZ	20041006	-6.42	162979443	8
A6KWZ	20041013	8.91	153351216	6
A6KWZ	20041030	-1.63	96727583	1
A6KWZ	20041030	-4.88	163174769	8
A6KWZ	20041106	16.45	153398902	6
A6KWZ	20041130	0.17	153446588	6
A6KWZ	20041217	-8.03	96873117	1
A6KWZ	20041217	-3.86	163370095	8
A6KWZ	20041224	7.11	153494274	6
A6KWZ	20050110	-9.35	97018651	1
A6KWZ	20050110	-9.71	163565421	8
A6KWZ	20050117	5.39	153541960	6
A6KWZ	20050203	-6.11	163760747	8
A6KWZ	20050203	-3.92	97164185	1
A6KWZ	20050227	-4.09	163956073	8
A6KWZ	20050227	-7.21	97309719	1
A6KWZ	20050323	-6.09	164151399	8
A6KWZ	20050323	-6.75	97455253	1
A6KWZ	20050330	7.2	153589646	6
A6KWZ	20050416	-4.28	164346725	8
A6KWZ	20050416	8.54	97600787	1
A6KWZ	20050423	6.83	153637332	6
A6KWZ	20050510	-7.02	164542051	8
A6KWZ	20050510	-2.34	97746321	1
A6KWZ	20050517	0.88	153685018	6
A6KWZ	20050603	-4.67	164737377	8
A6KWZ	20050603	-5.83	97891855	1
A6KWZ	20050610	1.48	153732704	6
A6KWZ	20050627	-3.53	164932703	8
A6KWZ	20050627	-6.47	98037389	1
A6KWZ	20050704	2.58	153780390	6
A6KWZ	20050721	-6.25	165128029	8
A6KWZ	20050721	-7.85	98182923	1
A6KWZ	20050728	2.3	153828076	6
A6KWZ	20050814	0.09	98328457	1
A6KWZ	20050814	-7.04	165323355	8
A6KWZ	20050821	-11.54	153875762	6
A6KWZ	20050907	-8.47	165518681	8
A6KWZ	20050907	-4.77	98473991	1
A6KWZ	20050914	5.16	153923448	6
A6KWZ	20051001	-5.4	98619525	1
A6KWZ	20051001	-7.96	165714007	8
A6KWZ	20051008	10.96	153971134	6
A6KWZ	20051025	0.22	165909333	8
A6KWZ	20051025	-4.03	98765059	1
A6KWZ	20051101	13.49	154018820	6
A6KWZ	20051118	-8.67	166104659	8
A6KWZ	20051118	4.74	98910593	1
A6KWZ	20051125	6.15	154066506	6
A6KWZ	20051212	-0.35	99056127	1
A6KWZ	20051212	-2.8	166299985	8
A6KWZ	20051219	9.83	154114192	6
A6KWZ	20060105	-10.87	166495311	8
A6KWZ	20060105	-3.04	99201661	1
A6KWZ	20060129	0.73	99347195	1
A6KWZ	20060129	-12.51	166690637	8
A6KWZ	20060205	7.24	154161878	6
A6KWZ	20060222	3.88	99492729	1
A6KWZ	20060222	-11.41	166885963	8
A6KWZ	20060301	9.49	154209564	6
A6KWZ	20060318	-2.57	99638263	1
A6KWZ	20060318	-12.25	167081289	8
A6KWZ	20060325	7.88	154257250	6
A6KWZ	20060411	-5.71	99783797	1
A6KWZ	20060411	-5.2	167276615	8
A6KWZ	20060418	8.56	154304936	6
A6KWZ	20060505	-9.97	167471941	8
A6KWZ	20060505	-0.42	99929331	1
A6KWZ	20060512	6.25	154352622	6
A6KWZ	20060529	-3.2	100074865	1
A6KWZ	20060529	-5.64	167667267	8
A6KWZ	20060605	9.45	154400308	6
A6KWZ	20060622	-6.66	167862593	8
A6KWZ	20060622	-2.24	100220399	1
A6KWZ	20060629	5.43	154447994	6
A6KWZ	20060723	5.0	154495680	6
A6KWZ	20060909	3.37	154543366	6
A6KWZ	20060926	-1.71	168057919	8
A6KWZ	20060926	1.95	100365933	1
A6KWZ	20061003	4.23	154591052	6
A6KWZ	20061020	-10.79	168253245	8
A6KWZ	20061020	-0.25	100511467	1
A6KWZ	20061027	7.06	154638738	6
A6KWZ	20061113	-1.69	100657001	1
A6KWZ	20061113	-11.62	168448571	8
A6KWZ	20061120	5.9	154686424	6
A6KWZ	20061207	-7.03	168643897	8
A6KWZ	20061207	-2.48	100802535	1
A6KWZ	20061214	-7.81	154734110	6
A6KWZ	20061231	-10.6	168839223	8
A6KWZ	20061231	-4.65	100948069	1
A6KWZ	20070107	3.98	154781796	6
A6KWZ	20070124	-5.12	101093603	1
A6KWZ	20070124	-7.1	169034549	8
A6KWZ	20070131	6.95	154829482	6
A6KWZ	20070217	13.18	101239137	1
A6KWZ	20070217	-7.53	169229875	8
A6KWZ	20070224	1.39	154877168	6
A6KWZ	20070313	-12.16	169425201	8
A6KWZ	20070313	-12.41	101384671	1
A6KWZ	20070320	1.5	154924854	6
A6KWZ	20070406	-6.82	101530205	1
A6KWZ	20070406	-10.08	169620527	8
A6KWZ	20070413	-6.0	154972540	6
A6KWZ	20070430	0.65	101675739	1
A6KWZ	20070430	-6.04	169815853	8
A6KWZ	20070507	-1.16	155020226	6
A6KWZ	20070524	-9.0	170011179	8
A6KWZ	20070524	-1.25	101821273	1
A6KWZ	20070531	-1.78	155067912	6
A6KWZ	20070904	-6.36	155115598	6
A6KWZ	20070921	-9.03	170206505	8
A6KWZ	20070921	-1.85	101966807	1
A6KWZ	20070928	3.28	155163284	6
A6KWZ	20071015	-2.53	102112341	1
A6KWZ	20071015	-9.97	170401831	8
A6KWZ	20071022	0.94	155210970	6
A6KWZ	20071108	-0.46	102257875	1
A6KWZ	20071108	-7.79	170597157	8
A6KWZ	20071202	-10.85	170792483	8
A6KWZ	20071202	4.35	102403409	1
A6KWZ	20071209	1.83	155258656	6
A6KWZ	20071226	2.27	102548943	1
A6KWZ	20071226	-12.8	170987809	8
A6KWZ	20080102	3.88	155306342	6
A6KWZ	20080119	9.54	102694477	1
A6KWZ	20080119	-13.29	171183135	8
A6KWZ	20080126	6.46	155354028	6
A6KWZ	20080307	-5.75	102840011	1
A6KWZ	20080314	1.36	155401714	6
A6KWZ	20080407	-4.32	155449400	6
A6KWZ	20080424	-1.55	171378461	8
A6KWZ	20080424	-5.81	102985545	1
A6KWZ	20080501	4.89	155497086	6
A6KWZ	20080518	-4.52	103131079	1
A6KWZ	20080518	-6.76	171573787	8
A6KWZ	20080525	4.95	155544772	6
A6KWZ	20080611	-1.37	103276613	1
A6KWZ	20080611	-1.2	171769113	8
A6KWZ	20080618	0.62	155592458	6
A6KWZ	20080705	-12.74	171964439	8
A6KWZ	20080705	-2.17	103422147	1
A6KWZ	20080712	9.41	155640144	6
A6KWZ	20080729	-0.72	172159765	8
A6KWZ	20080729	-4.57	103567681	1
A6KWZ	20080822	-4.16	103713215	1
A6KWZ	20080822	-7.1	172355091	8
A6KWZ	20080915	-6.63	172550417	8
A6KWZ	20080915	-4.32	103858749	1
A6KWZ	20080922	-3.91	155687830	6
A6KWZ	20081009	-11.34	172745743	8
A6KWZ	20081009	-3.57	104004283	1
A6KWZ	20081016	-2.21	155735516	6
A6KWZ	20081102	-5.88	104149817	1
A6KWZ	20081102	0.57	172941069	8
A6KWZ	20081109	4.89	155783202	6
A6KWZ	20081126	-4.19	173136395	8
A6KWZ	20081126	-7.34	104295351	1
A6KWZ	20081203	8.88	155830888	6
A6KWZ	20081220	-12.1	104440885	1
A6KWZ	20081220	-9.04	173331721	8
A6KWZ	20081227	-9.88	155878574	6
A6KWZ	20090113	3.25	173527047	8
A6KWZ	20090113	-11.51	104586419	1
A6KWZ	20090120	12.94	155926260	6
A6KWZ	20090206	-8.88	173722373	8
A6KWZ	20090206	-0.61	104731953	1
A6KWZ	20090213	11.13	155973946	6
A6KWZ	20090302	-9.93	104877487	1
A6KWZ	20090302	-19.81	173917699	8
A6KWZ	20090309	4.08	156021632	6
A6KWZ	20090326	-0.76	105023021	1
A6KWZ	20090326	-13.33	174113025	8
A6KWZ	20090402	19.72	156069318	6
A6KWZ	20090419	-11.49	105168555	1
A6KWZ	20090419	-19.69	174308351	8
A6KWZ	20090426	-2.07	156117004	6
A6KWZ	20090707	-5.33	156164690	6
A6KWZ	20090724	-3.66	174503677	8
A6KWZ	20090724	0.66	105314089	1
A6KWZ	20090731	1.92	156212376	6
A6KWZ	20090817	-6.91	174699003	8
A6KWZ	20090817	-3.17	105459623	1
A6KWZ	20090824	4.65	156260062	6
A6KWZ	20090910	-0.45	105605157	1
A6KWZ	20090910	-10.01	174894329	8
A6KWZ	20090917	4.36	156307748	6
A6KWZ	20091004	-1.12	105750691	1
A6KWZ	20091004	-4.56	175089655	8
A6KWZ	20091011	1.21	156355434	6
A6KWZ	20091104	2.52	156403120	6
A6KWZ	20091121	-9.58	175284981	8
A6KWZ	20091121	-2.87	105896225	1
A6KWZ	20091128	6.19	156450806	6
A6KWZ	20091215	-2.06	175480307	8
A6KWZ	20091215	-3.07	106041759	1
A6V0V	20030918	0.0	94835595	1
A6V0V	20031012	-0.12	94981129	1
A6V0V	20031105	2.1	95126663	1
A6V0V	20031129	1.22	95272197	1
A6V0V	20031223	11.14	95417731	1
A6V0V	20040116	-5.21	95563265	1
A6V0V	20040209	-4.79	95708799	1
A6V0V	20040421	-4.6	95854333	1
A6V0V	20040702	-5.41	95999867	1
A6V0V	20040726	-6.19	96145401	1
A6V0V	20040819	-3.81	96290935	1
A6V0V	20040912	-4.1	96436469	1
A6V0V	20041006	-5.02	96582003	1
A6V0V	20041030	6.28	96727537	1
A6V0V	20041217	-14.12	96873071	1
A6V0V	20050110	-10.43	97018605	1
A6V0V	20050203	-1.98	97164139	1
A6V0V	20050227	1.08	97309673	1
A6V0V	20050323	-5.0	97455207	1
A6V0V	20050416	-8.29	97600741	1
A6V0V	20050510	-1.18	97746275	1
A6V0V	20050603	-3.27	97891809	1
A6V0V	20050627	-5.01	98037343	1
A6V0V	20050721	-1.63	98182877	1
A6V0V	20050814	-0.08	98328411	1
A6V0V	20050907	0.14	98473945	1
A6V0V	20051001	-6.38	98619479	1
A6V0V	20051025	-0.65	98765013	1
A6V0V	20051118	0.14	98910547	1
A6V0V	20051212	-6.01	99056081	1
A6V0V	20060105	-1.22	99201615	1
A6V0V	20060129	-4.39	99347149	1
A6V0V	20060222	8.75	99492683	1
A6V0V	20060318	1.21	99638217	1
A6V0V	20060411	2.1	99783751	1
A6V0V	20060505	3.99	99929285	1
A6V0V	20060529	0.81	100074819	1
A6V0V	20060622	4.49	100220353	1
A6V0V	20060926	1.8	100365887	1
A6V0V	20061020	2.21	100511421	1
A6V0V	20061113	4.15	100656955	1
A6V0V	20061207	-0.77	100802489	1
A6V0V	20061231	-0.37	100948023	1
A6V0V	20070124	-8.55	101093557	1
A6V0V	20070217	3.17	101239091	1
A6V0V	20070313	3.84	101384625	1
A6V0V	20070406	-0.67	101530159	1
A6V0V	20070430	1.84	101675693	1
A6V0V	20070524	2.83	101821227	1
A6V0V	20070921	6.56	101966761	1
A6V0V	20071015	4.14	102112295	1
A6V0V	20071108	2.03	102257829	1
A6V0V	20071202	3.4	102403363	1
A6V0V	20071226	12.89	102548897	1
A6V0V	20080119	4.43	102694431	1
A6V0V	20080307	1.07	102839965	1
A6V0V	20080424	9.71	102985499	1
A6V0V	20080518	4.81	103131033	1
A6V0V	20080611	1.12	103276567	1
A6V0V	20080705	0.33	103422101	1
A6V0V	20080729	0.38	103567635	1
A6V0V	20080822	-0.44	103713169	1
A6V0V	20080915	2.17	103858703	1
A6V0V	20081009	-0.66	104004237	1
A6V0V	20081102	-3.4	104149771	1
A6V0V	20081126	2.04	104295305	1
A6V0V	20081220	-2.99	104440839	1
A6V0V	20090113	-7.27	104586373	1
A6V0V	20090206	-4.72	104731907	1
A6V0V	20090302	13.19	104877441	1
A6V0V	20090326	-7.03	105022975	1
A6V0V	20090419	0.47	105168509	1
A6V0V	20090724	1.82	105314043	1
A6V0V	20090817	1.78	105459577	1
A6V0V	20090910	1.07	105605111	1
A6V0V	20091004	1.02	105750645	1
A6V0V	20091121	2.39	105896179	1
A6V0V	20091215	-4.03	106041713	1
A7EGN	20030918	0.0	94835604	1
A7EGN	20031012	2.3	94981138	1
A7EGN	20031105	-1.63	95126672	1
A7EGN	20031129	-10.81	95272206	1
A7EGN	20031223	3.0	95417740	1
A7EGN	20040116	1.64	95563274	1
A7EGN	20040209	-0.94	95708808	1
A7EGN	20040421	-7.1	95854342	1
A7EGN	20040702	-4.44	95999876	1
A7EGN	20040726	-2.66	96145410	1
A7EGN	20040819	-1.75	96290944	1
A7EGN	20040912	-0.95	96436478	1
A7EGN	20041006	-4.87	96582012	1
A7EGN	20041030	-10.42	96727546	1
A7EGN	20041217	-2.31	96873080	1
A7EGN	20050110	-4.47	97018614	1
A7EGN	20050203	5.61	97164148	1
A7EGN	20050227	2.81	97309682	1
A7EGN	20050323	-0.05	97455216	1
A7EGN	20050416	-9.72	97600750	1
A7EGN	20050510	2.31	97746284	1
A7EGN	20050603	-3.43	97891818	1
A7EGN	20050627	1.99	98037352	1
A7EGN	20050721	-1.35	98182886	1
A7EGN	20050814	1.28	98328420	1
A7EGN	20050907	-1.76	98473954	1
A7EGN	20051001	-3.3	98619488	1
A7EGN	20051025	5.49	98765022	1
A7EGN	20051118	6.16	98910556	1
A7EGN	20051212	10.18	99056090	1
A7EGN	20060105	-0.68	99201624	1
A7EGN	20060129	0.01	99347158	1
A7EGN	20060222	6.98	99492692	1
A7EGN	20060318	0.46	99638226	1
A7EGN	20060411	3.33	99783760	1
A7EGN	20060505	3.73	99929294	1
A7EGN	20060529	-3.0	100074828	1
A7EGN	20060622	-1.26	100220362	1
A7EGN	20060926	14.93	100365896	1
A7EGN	20061020	-5.8	100511430	1
A7EGN	20061113	1.16	100656964	1
A7EGN	20061207	-9.83	100802498	1
A7EGN	20061231	4.09	100948032	1
A7EGN	20070124	5.35	101093566	1
A7EGN	20070217	5.25	101239100	1
A7EGN	20070313	2.44	101384634	1
A7EGN	20070406	4.65	101530168	1
A7EGN	20070430	5.69	101675702	1
A7EGN	20070524	2.27	101821236	1
A7EGN	20070921	2.48	101966770	1
A7EGN	20071015	7.5	102112304	1
A7EGN	20071108	17.49	102257838	1
A7EGN	20071202	8.5	102403372	1
A7EGN	20071226	4.22	102548906	1
A7EGN	20080119	5.48	102694440	1
A7EGN	20080307	3.05	102839974	1
A7EGN	20080424	-4.47	102985508	1
A7EGN	20080518	1.28	103131042	1
A7EGN	20080611	-1.41	103276576	1
A7EGN	20080705	3.22	103422110	1
A7EGN	20080729	4.46	103567644	1
A7EGN	20080822	1.04	103713178	1
A7EGN	20080915	2.66	103858712	1
A7EGN	20081009	7.0	104004246	1
A7EGN	20081102	-1.04	104149780	1
A7EGN	20081126	2.58	104295314	1
A7EGN	20081220	15.65	104440848	1
A7EGN	20090113	-2.98	104586382	1
A7EGN	20090206	-4.56	104731916	1
A7EGN	20090302	3.27	104877450	1
A7EGN	20090326	10.22	105022984	1
A7EGN	20090419	-1.47	105168518	1
A7EGN	20090724	-4.04	105314052	1
A7EGN	20090817	3.19	105459586	1
A7EGN	20090910	3.1	105605120	1
A7EGN	20091004	1.0	105750654	1
A7EGN	20091121	10.85	105896188	1
A7EGN	20091215	7.72	106041722	1
A7EGS	20030918	0.0	94835620	1
A7EGS	20031012	1.82	94981154	1
A7EGS	20031105	-13.56	95126688	1
A7EGS	20031129	-11.18	95272222	1
A7EGS	20031223	-5.31	95417756	1
A7EGS	20040116	-1.97	95563290	1
A7EGS	20040209	-0.92	95708824	1
A7EGS	20040421	-7.74	95854358	1
A7EGS	20040702	-8.98	95999892	1
A7EGS	20040726	-0.3	96145426	1
A7EGS	20040819	0.27	96290960	1
A7EGS	20040912	-5.13	96436494	1
A7EGS	20041006	-3.19	96582028	1
A7EGS	20041030	9.99	96727562	1
A7EGS	20041217	-3.0	96873096	1
A7EGS	20050110	-7.84	97018630	1
A7EGS	20050203	3.41	97164164	1
A7EGS	20050227	1.42	97309698	1
A7EGS	20050323	-6.1	97455232	1
A7EGS	20050416	-6.3	97600766	1
A7EGS	20050510	2.97	97746300	1
A7EGS	20050603	-0.85	97891834	1
A7EGS	20050627	-3.74	98037368	1
A7EGS	20050721	-2.18	98182902	1
A7EGS	20050814	1.11	98328436	1
A7EGS	20050907	-5.34	98473970	1
A7EGS	20051001	-3.88	98619504	1
A7EGS	20051025	-2.03	98765038	1
A7EGS	20051118	0.95	98910572	1
A7EGS	20051212	1.69	99056106	1
A7EGS	20060105	-4.9	99201640	1
A7EGS	20060129	11.07	99347174	1
A7EGS	20060222	1.14	99492708	1
A7EGS	20060318	-1.62	99638242	1
A7EGS	20060411	-0.85	99783776	1
A7EGS	20060505	-0.72	99929310	1
A7EGS	20060529	0.92	100074844	1
A7EGS	20060622	0.94	100220378	1
A7EGS	20060926	9.64	100365912	1
A7EGS	20061020	-6.48	100511446	1
A7EGS	20061113	3.67	100656980	1
A7EGS	20061207	4.86	100802514	1
